id;city_id;type_id;total_area;rooms;ceiling_height;floors_total;living_area;floor;is_apartment;open_plan;kitchen_area;balcony;airports_nearest;parks_around3000;ponds_around3000
370;XNS3;IZIQ;42;1;;10;18;5;0;0;12;;;;
371;6X8I;F8EM;65;2;;12;3004;2;0;0;102;5;18621;1;2
372;6VBQ;IZIQ;3586;1;;12;17;2;0;0;96;;;;
373;6X8I;F8EM;554;3;;5;404;3;0;0;5;;29535;2;0
374;6VBQ;IZIQ;70;2;;25;35;9;0;0;15;1;;;
375;6X8I;F8EM;140;3;28;25;60;21;0;0;30;4;37199;0;0
376;L1Y8;F8EM;84;2;275;3;41;1;0;0;13;;73827;0;0
377;6X8I;F8EM;41;3;25;5;284;2;0;0;53;;11813;0;1
378;WVV2;EQUI;425;2;25;4;26;4;0;0;55;0;;;
379;6X8I;F8EM;96;2;3;7;20;1;0;0;36;2;23843;0;3
380;6X8I;F8EM;40;1;265;17;18;2;0;0;114;2;14932;1;1
381;S4Y8;F8EM;863;4;3;3;63;3;0;0;73;1;;;
382;LV8Y;F8EM;37;1;;5;;4;0;0;;;;;
383;6X8I;F8EM;66;3;27;9;42;8;0;0;85;;51048;0;1
384;6X8I;F8EM;415;1;27;17;165;14;0;0;117;2;17209;1;2
385;6X8I;F8EM;368;1;26;10;177;6;0;0;83;1;36614;0;0
386;A7AP;F8EM;40;1;265;5;23;2;0;0;9;2;;;
387;VLGF;F8EM;65;2;;5;26;3;0;0;25;;21037;0;1
388;6X8I;F8EM;365;1;;16;163;12;0;0;9;;33562;0;1
389;6X8I;F8EM;1038;4;;5;746;3;0;0;95;;13398;0;0
390;6X8I;F8EM;705;3;265;16;424;10;0;0;108;;36382;0;1
391;6X8I;F8EM;71;2;3;25;33;19;0;0;142;2;51468;0;1
392;6X8I;F8EM;413;2;255;5;;3;0;0;;;40806;1;0
393;2C87;EQUI;448;2;25;5;28;4;0;0;56;0;;;
394;6X8I;F8EM;37;1;;9;178;9;0;0;83;0;34517;1;3
395;W0ZR;F8EM;44;2;25;5;27;5;0;0;6;1;;;
396;6X8I;F8EM;43;2;;5;28;3;0;0;51;0;10989;0;0
397;6X8I;F8EM;54;2;;36;214;28;0;0;187;1;18732;0;3
398;6X8I;F8EM;793;2;3;8;431;5;0;0;176;;39393;1;0
399;6X8I;F8EM;653;3;25;9;427;4;0;0;99;;14908;2;0
400;YVBQ;F8EM;315;1;25;5;167;5;0;0;77;;45547;0;0
401;6X8I;F8EM;68;3;25;5;45;3;0;0;7;1;10809;1;1
402;6X8I;F8EM;55;3;;2;38;2;0;0;5;1;21399;0;1
403;6X8I;F8EM;45;2;;9;28;6;0;0;7;2;32193;0;0
404;6X8I;F8EM;812;3;;3;457;2;0;0;143;0;23128;0;3
405;187Y;IZIQ;65;2;275;25;35;5;0;0;13;1;;;
406;6X8I;F8EM;375;1;255;9;146;2;0;0;84;;32668;0;0
407;FMVZ;IZIQ;415;3;;5;296;5;0;0;53;0;18055;0;1
408;6X8I;F8EM;897;3;;23;47;14;0;0;165;0;22212;0;1
409;PJ2I;F8EM;73;3;;18;45;5;0;0;12;5;;;
410;6X8I;F8EM;72;2;275;21;35;15;0;0;18;2;43058;1;0
411;6X8I;F8EM;151;3;;8;85;3;0;0;23;1;33255;1;3
412;6X8I;F8EM;304;1;252;5;18;2;0;0;53;1;11940;0;1
413;6X8I;F8EM;37;1;27;16;185;2;0;0;10;;32969;1;2
414;6X8I;F8EM;4141;1;;13;123;10;0;0;1124;;35966;0;3
415;6X8I;F8EM;67;3;25;10;428;1;0;0;83;2;45510;1;0
416;6X8I;F8EM;52;2;;12;305;12;0;0;9;1;34636;0;0
417;6X8I;F8EM;178;5;33;4;1266;2;0;0;194;;24287;0;3
418;6X8I;F8EM;30;1;26;5;17;3;0;0;55;;12810;0;0
419;VLGF;F8EM;38;1;;5;16;5;0;0;10;1;20562;0;1
420;6X8I;F8EM;385;1;27;25;18;7;0;0;102;1;42067;0;0
421;8HJY;F8EM;738;3;;5;;2;0;0;;;;;
422;MHKY;F8EM;552;3;25;5;385;5;0;0;45;;;;
423;FMVZ;IZIQ;41;1;26;10;187;9;0;0;107;;12003;0;0
424;6X8I;F8EM;98;3;265;3;88;3;0;0;;1;39363;0;0
425;6X8I;F8EM;587;2;275;23;327;9;0;0;118;2;22219;0;1
426;6X8I;F8EM;77;3;;5;40;3;0;0;133;;25019;2;0
427;6X8I;F8EM;387;1;;12;165;3;0;0;10;;19826;0;1
428;FJEG;F8EM;34;1;25;9;19;1;0;0;7;2;26920;1;1
429;6X8I;F8EM;57;3;;5;37;1;0;0;6;0;45487;0;0
430;6X8I;F8EM;606;3;255;9;44;6;0;0;7;1;14803;0;1
431;J2O7;F8EM;70;3;3;4;50;3;0;0;9;;;;
432;H8WO;F8EM;36;1;25;5;171;3;0;0;84;2;;;
433;6X8I;F8EM;578;3;28;5;337;4;0;0;97;;21545;1;2
434;187Y;IZIQ;4399;2;;17;;15;0;0;;;;;
435;6X8I;F8EM;618;2;;19;342;3;0;0;106;4;30187;1;1
436;6X8I;F8EM;602;3;255;9;43;9;0;0;64;2;11361;0;0
437;YVBQ;F8EM;37;1;255;6;178;6;0;0;84;;46151;1;1
438;6X8I;F8EM;70;2;;12;;5;0;0;;;23756;1;1
439;VLGF;F8EM;72;3;3;6;42;4;0;0;10;;14691;0;0
440;6X8I;F8EM;2711;0;;17;2475;4;0;0;;2;38171;0;2
441;6X8I;F8EM;356;1;;10;17;9;0;0;7;1;17944;0;0
442;6X8I;F8EM;35;1;27;25;15;24;0;0;9;;43390;0;0
443;6X8I;F8EM;524;1;26;17;177;2;0;0;177;2;32127;0;0
444;6X8I;F8EM;475;2;27;9;28;5;0;0;8;2;32218;0;0
445;6X8I;F8EM;45;2;25;9;30;2;0;0;6;;19346;1;1
446;FJEG;F8EM;58;3;255;9;388;3;0;0;7;;25504;0;0
447;6X8I;F8EM;866;3;;13;;6;0;0;;;37412;1;2
448;6X8I;F8EM;58;3;25;9;35;5;0;0;62;2;50515;0;0
449;6X8I;F8EM;96;4;32;4;709;4;0;0;92;;22986;0;0
450;6X8I;F8EM;53;2;35;5;31;4;0;0;7;0;21397;1;2
451;6X8I;F8EM;42;1;;19;18;13;0;0;13;0;27472;1;1
452;0SI2;F8EM;42;2;;5;29;3;0;0;6;1;;;
453;6X8I;F8EM;547;3;25;5;377;1;0;0;51;0;16950;0;1
454;6X8I;F8EM;516;1;;10;127;10;0;0;231;2;23562;1;1
455;6X8I;F8EM;65;3;255;7;43;2;0;0;75;;28927;2;3
456;R9I0;F8EM;54;2;;5;30;1;0;0;86;0;;;
457;6X8I;F8EM;708;2;;;384;12;0;0;1063;0;37364;2;2
458;4UT1;EQUI;106;5;;5;758;1;0;0;12;;;;
459;6X8I;F8EM;51;2;255;9;32;5;0;0;6;;48522;0;0
460;6X8I;F8EM;424;1;25;10;17;2;0;0;108;2;13492;0;0
461;6X8I;F8EM;59;3;25;9;385;7;0;0;7;2;49178;1;0
462;G6ON;F8EM;424;2;;4;265;4;0;0;53;1;;;
463;6X8I;F8EM;50;2;31;4;285;3;0;0;85;0;31662;2;2
464;6X8I;F8EM;2803;6;52;8;1595;7;0;0;211;0;26316;3;1
465;6X8I;F8EM;693;2;;5;34;4;0;0;1133;1;47589;1;0
466;6X8I;F8EM;85;3;;20;;2;0;0;;;43269;1;0
467;6X8I;F8EM;69;2;264;17;346;1;0;0;14;;32796;1;0
468;6X8I;F8EM;416;1;27;17;165;12;0;0;117;1;17209;1;2
469;6X8I;F8EM;772;3;26;18;474;3;0;0;135;2;14861;0;0
470;6X8I;F8EM;335;1;27;18;173;2;0;0;86;1;16501;1;1
471;6X8I;F8EM;687;2;264;17;346;12;0;0;142;1;32796;1;0
472;6X8I;F8EM;627;3;255;10;;7;0;0;;;33813;0;1
473;6X8I;F8EM;482;2;;9;30;7;0;0;6;;32331;1;1
474;VLGF;F8EM;672;2;3;5;369;4;0;0;11;2;20138;0;0
475;6X8I;F8EM;1032;3;;11;557;5;0;0;195;2;28399;2;3
476;W70Q;EL2E;283;1;;5;154;4;0;0;54;1;;;
477;6X8I;F8EM;409;1;;22;13;9;0;0;114;1;15377;0;1
478;FMVZ;IZIQ;438;2;25;5;284;1;0;0;5;;12104;0;0
479;6X8I;F8EM;1183;4;278;20;60;7;0;0;165;5;42751;1;0
480;6X8I;F8EM;78;3;;5;54;3;0;0;8;1;21868;3;0
481;6X8I;F8EM;465;1;28;5;30;4;0;0;12;;24608;1;0
482;6X8I;F8EM;43;1;25;24;20;4;0;0;15;;11827;0;0
483;6X8I;F8EM;70;2;345;6;40;6;0;0;20;;23605;0;1
484;6X8I;F8EM;978;3;27;25;473;6;0;0;132;5;48669;0;0
485;6X8I;F8EM;704;3;28;6;418;2;0;0;105;;42996;1;0
486;6X8I;F8EM;73;2;;4;49;4;0;0;;0;20505;3;1
487;TPAR;IZIQ;654;3;25;5;493;2;0;0;51;;;;
488;8HJY;F8EM;505;2;252;5;281;4;0;0;78;;;;
489;3I7C;F8EM;45;2;25;5;30;1;0;0;55;;48492;0;0
490;FJEG;F8EM;314;1;25;14;161;6;0;0;7;;25612;0;0
491;6X8I;F8EM;661;3;275;11;436;5;0;0;172;1;33933;1;3
492;6X8I;F8EM;216;4;3;5;86;4;0;0;77;;21740;2;3
493;Y04Q;F8EM;35;1;275;9;15;8;0;0;10;1;;;
494;6X8I;F8EM;605;2;;18;298;10;0;0;138;1;42534;0;0
495;6X8I;F8EM;104;5;35;6;70;4;0;0;14;0;21773;1;1
496;6X8I;F8EM;1362;4;3;6;995;5;0;0;102;;25997;1;1
497;6X8I;F8EM;607;2;277;25;341;8;0;0;123;;13594;0;0
498;6X8I;F8EM;5515;2;;5;35;1;0;0;78;0;14620;0;0
499;VLGF;F8EM;777;2;;5;30;5;0;0;25;1;14066;1;0
500;KT5I;EL2E;42;2;;4;;2;0;0;;;;;
