id;city_id;type_id;total_area;rooms;ceiling_height;floors_total;living_area;floor;is_apartment;open_plan;kitchen_area;balcony;airports_nearest;parks_around3000;ponds_around3000
5817;XKUB;F8EM;58;3;2,55;9;41;9;0;0;7;0;;;
5818;6X8I;F8EM;41,9;1;2,6;10;18,6;5;0;0;10,8;;13629;0;0
5819;187Y;IZIQ;35,4;1;;24;19,4;2;0;0;9,1;2;;;
5820;6X8I;F8EM;46;2;2,5;5;30;5;0;0;6;1;13940;1;1
5821;GOET;F8EM;51;2;;5;32;5;0;0;8,5;;;;
5822;6X8I;F8EM;38;1;3;22;17,6;20;0;0;10,8;2;10031;1;0
5823;Y04Q;F8EM;57,3;2;2,7;9;30;1;0;0;10;;;;
5824;6X8I;F8EM;100;3;2,8;16;57;13;0;0;14;;45594;0;0
5825;6X8I;F8EM;32,2;1;3;5;15,7;1;0;0;8,8;;21672;0;1
5826;6X8I;F8EM;100;3;;5;60;2;0;0;16;5;18321;1;3
5827;J2O7;F8EM;30;1;2,5;2;;1;0;0;;;;;
5828;6X8I;F8EM;44,2;2;;12;28,77;10;0;0;7;;32516;1;0
5829;PJ2I;F8EM;37;1;2,5;9;20;3;0;0;8;;;;
5830;6X8I;F8EM;41;3;;6;29;5;0;0;6;0;12856;0;1
5831;6X8I;F8EM;43;2;;9;28;8;0;0;5;0;12213;1;1
5832;VI99;IZIQ;58,9;2;;4;37,8;2;0;0;7,7;;;;
5833;4KU1;9N9J;63,3;2;2,75;20;40,79;7;0;0;9,1;1;;;
5834;HDNM;IZIQ;40,6;2;2,5;2;26;1;0;0;8;;;;
5835;4T1U;IZIQ;40;1;;5;19;3;0;0;8;0;61476;0;0
5836;6X8I;F8EM;31;1;2,5;7;17,1;3;0;0;5,7;1;42706;0;0
5837;0SI2;F8EM;185;3;;3;62;2;0;0;22;;;;
5838;6X8I;F8EM;101;2;;8;;4;0;0;;;30827;1;1
5839;6X8I;F8EM;46,5;2;2,5;5;30,05;5;0;0;5,5;2;40179;0;0
5840;6X8I;F8EM;37;1;2,6;17;18,5;11;0;0;10,5;;35944;2;2
5841;6X8I;F8EM;59,7;2;;16;33,4;14;0;0;15,6;;18948;0;1
5842;6X8I;F8EM;39,8;1;;24;14,8;5;0;0;9,5;0;21793;0;1
5843;6X8I;F8EM;60;3;2,5;9;41,9;6;0;0;6;;47059;1;1
5844;6X8I;F8EM;61,2;2;2,78;14;33,4;6;0;0;11,2;2;16257;1;0
5845;6X8I;F8EM;63;2;;25;31;4;0;0;18;;45799;0;0
5846;6X8I;F8EM;25;1;;17;13;13;0;0;5;1;18881;0;2
5847;FJEG;F8EM;54;2;2,5;14;12,5;11;0;0;12;2;27638;0;0
5848;3SXT;F8EM;82,4;4;3;4;54,3;1;0;0;10,4;;;;
5849;6X8I;F8EM;37;1;2,5;12;19;4;0;0;8;2;31379;1;1
5850;J2O7;F8EM;35,5;1;2;5;;5;0;0;;;;;
5851;6X8I;F8EM;96;3;;16;20;4;0;0;15;2;38505;1;2
5852;FJEG;F8EM;36;1;;11;18,7;8;0;0;7,1;;27311;0;0
5853;6X8I;F8EM;114,1;3;3,4;6;64,5;5;0;0;;1;19290;2;1
5854;R9I0;F8EM;54;2;2,7;5;31,5;5;0;0;9;1;;;
5855;YSP9;EQUI;19,5;0;2,76;3;12,7;2;0;0;;0;;;
5856;6X8I;F8EM;37;1;;16;14,2;14;0;0;8,93;0;19216;0;1
5857;6X8I;F8EM;39,5;1;;10;18;3;0;0;10,4;1;13214;1;1
5858;6X8I;F8EM;43;2;2,45;5;29;5;0;0;6;;36160;1;0
5859;6X8I;F8EM;46,3;2;;5;31,61;3;0;0;6,9;;23001;1;1
5860;4KU1;F8EM;61,8;2;;14;34,9;2;0;0;12,9;;;;
5861;6X8I;F8EM;105,6;2;2,7;13;39,7;12;0;0;44,9;2;30782;0;2
5862;6X8I;F8EM;48,7;2;2,53;5;34,4;1;0;0;5,5;;21059;0;2
5863;6X8I;F8EM;45;1;8,3;16;19,3;14;0;0;8,3;1;13069;0;1
5864;187Y;IZIQ;51,2;2;;24;28,5;7;0;0;10,8;2;;;
5865;6X8I;F8EM;38,2;1;2,5;9;22;6;0;0;7;;30922;1;1
5866;TXOA;9N9J;50;2;3;5;28;4;0;0;9;1;;;
5867;6X8I;F8EM;46;2;2,54;5;31,2;2;0;0;7;;23243;0;0
5868;6X8I;F8EM;39,4;1;2,6;10;18,2;3;0;0;10;0;13214;1;1
5869;6X8I;F8EM;75,7;3;2,7;25;40,4;12;0;0;11,3;1;11405;0;1
5870;6X8I;F8EM;46;2;;9;;7;0;0;;0;51142;0;0
5871;LV8Y;F8EM;36,3;1;2,5;5;18,5;1;0;0;8,5;;;;
5872;6VBQ;IZIQ;48;2;;25;27;3;0;0;10;0;;;
5873;6X8I;F8EM;400;7;3,6;3;;1;0;0;;;24889;1;0
5874;6X8I;F8EM;42,7;2;2,7;4;23,2;4;0;0;6;0;22776;1;3
5875;6X8I;F8EM;55;2;;12;31;3;0;0;11;0;32654;0;0
5876;6X8I;F8EM;49;2;2,95;3;32;2;0;0;6;0;23106;3;2
5877;6X8I;F8EM;82,4;3;;17;53,8;8;0;0;10,7;2;25152;0;0
5878;0SI2;F8EM;67;3;;9;;1;0;0;;;;;
5879;6X8I;F8EM;61;3;2,5;9;43,1;2;0;0;7;2;49634;1;0
5880;E836;LVBX;56;3;2,5;5;41;2;0;0;6;;;;
5881;S4Y8;F8EM;61;3;2,55;5;50;1;0;0;6;;;;
5882;6X8I;F8EM;34;1;2,65;25;15,8;25;0;0;10,1;;30073;0;0
5883;6X8I;F8EM;39;1;2,5;9;18;3;0;0;9;;13840;1;0
5884;E66G;F8EM;55,7;3;;5;;5;0;0;;0;58852;0;2
5885;JN86;9N9J;44;1;;3;24;1;0;0;12;;;;
5886;6X8I;F8EM;95;4;2,5;5;54;5;0;0;12;;21339;2;2
5887;6X8I;F8EM;59;2;3,25;5;42;1;0;0;12;;24202;2;0
5888;4KU1;9N9J;35;1;2,7;24;18;17;0;0;8;2;;;
5889;YVBQ;F8EM;49,8;2;;5;28,5;4;0;0;9,3;;36660;0;0
5890;VLGF;F8EM;56;1;;5;22;1;0;0;12;0;13969;0;0
5891;LV8Y;F8EM;43;2;;2;27;1;0;0;7,5;;;;
5892;6X8I;F8EM;79,1;3;3,01;5;55,6;1;0;0;9,2;0;20881;1;0
5893;6X8I;F8EM;500;6;;7;;7;0;0;40;0;32440;0;2
5894;6X8I;F8EM;36,09;1;;26;15,18;3;0;0;10,62;;22425;0;2
5895;AOQ2;IZIQ;73;3;2,5;5;46;4;0;0;8;2;;;
5896;Y04Q;F8EM;94,8;3;2,8;9;53,4;1;0;0;16,3;;;;
5897;6X8I;F8EM;67;2;;4;30;4;0;0;15;0;19562;0;3
5898;6X8I;F8EM;53;2;2,5;12;36;9;0;0;7;;14892;0;0
5899;FMVZ;IZIQ;32;1;2,7;9;18;9;0;0;7;;19134;0;0
5900;6X8I;F8EM;46,2;2;2,6;12;29,6;4;0;0;8,4;1;42363;3;1
5901;VLGF;F8EM;91;3;;5;;1;0;0;;;16003;0;1
5902;6X8I;F8EM;41,5;1;2,65;15;20;12;0;0;14;;14587;0;0
5903;187Y;IZIQ;53;2;2,6;15;25,81;9;0;0;9,72;1;;;
5904;6X8I;F8EM;34;1;2,5;9;17;8;0;0;6;;51917;0;1
5905;6X8I;F8EM;71;3;;12;44;5;0;0;8;;13941;0;0
5906;6X8I;F8EM;41;1;;18;16,3;17;0;0;14;5;42931;0;1
5907;N237;F8EM;50;2;2,5;12;30;1;0;0;8;;;;
5908;6X8I;F8EM;68;1;;10;;9;0;0;;;;;
5909;FJEG;F8EM;58;3;;9;41;2;0;0;7;0;26689;1;1
5910;6X8I;F8EM;74;4;2,55;9;55;1;0;0;7;2;16183;0;0
5911;6X8I;F8EM;57;2;2,6;10;32;6;0;0;9;1;35337;0;1
5912;6X8I;F8EM;60;3;2,5;9;42,5;2;0;0;6,3;1;14864;0;1
5913;6X8I;F8EM;91,3;4;2,5;9;61,1;9;0;0;10,6;;31702;1;0
5914;6X8I;F8EM;56;2;2,55;9;30,2;6;0;0;8,2;;13430;1;1
5915;6X8I;F8EM;58,1;3;2,5;9;37,5;6;0;0;7;;35170;1;2
5916;6X8I;F8EM;51,2;2;2,9;4;31,5;2;0;0;7,8;;14963;0;1
5917;6X8I;F8EM;49;1;;25;14,3;13;0;0;17,7;;35106;0;1
5918;AOQ2;IZIQ;49,5;2;2,4;5;28,6;5;0;0;9;1;;;
5919;R9I0;F8EM;38;1;;5;17,5;1;0;0;9;2;;;
5920;S4Y8;F8EM;68;3;3;3;;2;0;0;;;;;
5921;6X8I;F8EM;215;5;;5;80;3;0;0;23;;24887;1;0
5922;R27I;F8EM;37;1;;6;22;3;0;0;8;;26585;2;2
5923;6X8I;F8EM;60;2;3,15;3;32,4;2;0;0;7,6;;36790;1;3
5924;6X8I;F8EM;43,8;2;2,55;9;26,9;3;0;0;6,4;2;11361;0;0
5925;6X8I;F8EM;49;4;2,6;5;37,1;2;0;0;5,3;;21854;0;1
5926;6X8I;F8EM;63;2;2,85;5;35;5;0;0;14;;16705;2;0
5927;6X8I;F8EM;36,8;1;2,56;12;17,8;1;0;0;8,2;2;36676;0;0
5928;6X8I;F8EM;29;1;2,6;5;;4;0;0;;;21519;0;1
5929;6X8I;F8EM;38,3;1;2,7;12;20;4;0;0;9;1;30073;0;0
5930;6X8I;F8EM;78,9;3;2,6;16;46,6;7;0;0;15,1;1;33563;0;0
5931;6X8I;F8EM;86;4;3,25;7;53;6;0;0;12,5;;23662;2;1
5932;6X8I;F8EM;59,7;3;;9;42,8;7;0;0;6,1;0;48530;0;0
5933;6X8I;F8EM;45,8;2;2,5;5;31,2;3;0;0;6;1;14519;0;1
5934;6X8I;F8EM;38;1;;25;16;6;0;0;13;;33606;0;0
5935;6X8I;F8EM;63;2;;12;40;4;0;0;10;0;12208;1;3
5936;S4Y8;F8EM;72;3;3;4;49;2;0;0;8;1;;;
5937;6X8I;F8EM;43;1;;16;19,8;15;0;0;9,5;0;32672;0;0
5938;6X8I;F8EM;31;1;;5;17;1;0;0;6;0;21295;0;1
5939;6X8I;F8EM;63,5;2;2,75;10;37;3;0;0;;2;23604;0;1
5940;MHKY;F8EM;41;1;2,75;7;21;2;0;0;12;2;;;
5941;6X8I;F8EM;92;3;2,45;7;54;2;0;0;22;;20209;0;1
5942;187Y;F8EM;43,22;2;;17;12;4;0;0;20;;;;
5943;6X8I;F8EM;85,5;3;2,85;5;62;5;0;0;10;1;22626;2;3
5944;Y04Q;F8EM;78,1;3;2,75;10;48,6;5;0;0;10,78;2;;;
5945;187Y;IZIQ;25,3;1;;17;19,5;7;0;0;;2;;;
5946;6X8I;F8EM;110;4;2,6;22;67;21;0;0;14;2;35715;0;1
5947;6X8I;F8EM;100,3;3;3;17;53,33;14;0;0;23,3;;39140;2;3
5948;187Y;IZIQ;56,9;2;;18;;13;0;0;;;;;
5949;T0TI;F8EM;40;1;2,6;5;19;3;0;0;8,5;0;;;
5950;6X8I;F8EM;58;3;2,5;5;38,9;2;0;0;5,5;;16831;0;1
5951;6X8I;F8EM;45,3;2;2,65;9;27;3;0;0;6,2;;22568;0;1
5952;6X8I;F8EM;42;2;;7;27;4;0;0;6;0;35890;0;0
5953;6X8I;F8EM;62,5;2;;22;30,8;12;0;0;11,5;0;42813;1;0
5954;6X8I;F8EM;33;1;;9;18;5;0;0;8;0;45204;0;0
5955;6X8I;F8EM;89,3;4;2,74;2;53;2;0;0;9,9;0;22531;2;1
5956;6X8I;F8EM;159,3;4;;8;86,6;3;0;0;22,5;;39393;1;0
5957;6X8I;F8EM;47,5;2;2,7;9;;6;0;0;;;13610;0;1
5958;6X8I;F8EM;30,3;0;;;;13;0;0;;;22735;1;1
5959;6X8I;F8EM;39;1;;16;19;4;0;0;9,4;2;13393;0;0
5960;FJEG;F8EM;73;3;;9;39;2;0;0;17;2;28118;0;0
5961;6X8I;F8EM;32;1;;2;16,5;2;0;0;7;;24006;0;0
5962;6X8I;F8EM;46,3;2;;12;28,9;6;0;0;6,2;0;27320;1;1
5963;6X8I;F8EM;40,4;1;;16;20;8;0;0;10,6;2;33109;0;1
5964;6X8I;F8EM;73;2;2,75;25;40;7;0;0;11;;19413;0;1
5965;6X8I;F8EM;65;2;2,6;5;30;4;0;0;8;1;7893;1;0
5966;6X8I;F8EM;44;2;2,5;5;29,5;1;0;0;7,2;;14941;0;0
5967;BG21;EQUI;63,7;3;3;2;;2;0;0;;;;;
5968;24KS;IZIQ;31;1;2,6;17;15;15;0;0;7;2;25268;0;0
5969;6VBQ;IZIQ;76;3;;25;43;1;0;0;10;1;;;
5970;6X8I;F8EM;38,5;2;2,5;9;24;5;0;0;6;;40107;2;0
5971;187Y;IZIQ;37,3;1;2,75;16;14,65;10;0;0;11,18;2;;;
5972;6X8I;F8EM;80;3;2,7;12;47,6;5;0;0;15;2;34270;0;0
5973;G6ON;F8EM;45;2;2,5;5;31,9;2;0;0;6;;;;
5974;6X8I;F8EM;38;1;2,5;24;18;6;0;0;10;2;32866;0;1
5975;R27I;F8EM;97,5;4;2,58;8;64,5;3;0;0;12,4;4;26886;1;0
5976;G6ON;F8EM;57,1;2;;9;30,6;8;0;0;7,6;2;;;
5977;6X8I;F8EM;42,1;1;2,7;10;19;8;0;0;10,5;2;50012;2;1
5978;6X8I;F8EM;114,2;3;3,55;6;60,3;2;0;0;13,2;;27076;1;1
5979;IQ4Z;F8EM;34;1;2,5;5;17,5;3;0;0;6,9;2;68482;3;2
5980;6X8I;F8EM;36;1;;14;18;7;0;0;8;;26810;0;0
5981;6X8I;F8EM;51;2;2,75;12;32,7;8;0;0;6,9;1;31932;0;0
5982;6X8I;F8EM;105;3;;8;60;6;0;0;17;;26496;0;2
5983;6X8I;F8EM;38,9;1;2,9;4;19,6;1;0;0;7,3;;27011;1;1
5984;6X8I;F8EM;55;3;2,5;9;38;8;0;0;7;;19023;0;0
5985;6X8I;F8EM;43;2;;9;27;3;0;0;6;;14989;0;1
5986;6X8I;F8EM;48;3;2,5;9;;2;0;0;;;51060;0;0
5987;6X8I;F8EM;50;2;;9;31;1;0;0;8;1;12669;0;1
5988;6X8I;F8EM;83,6;2;;11;44,7;6;0;0;19,9;;30917;2;3
5989;6X8I;F8EM;66,4;2;;10;34,7;5;0;0;10,6;0;17591;1;2
5990;6X8I;F8EM;57;2;2,65;16;30,7;3;0;0;14;;14573;0;0
5991;6VBQ;IZIQ;24;1;;25;17;7;0;0;;;;;
5992;6X8I;F8EM;56;3;;5;41;2;0;0;5;1;42806;1;0
5993;187Y;IZIQ;50,85;2;;19;25,38;15;0;0;10,22;2;;;
5994;6X8I;F8EM;44,8;1;2,8;20;;5;0;0;;;39771;1;0
5995;6X8I;F8EM;46,4;2;2,5;9;27;4;0;0;6;;51425;1;0
5996;6X8I;F8EM;41;1;;10;17,5;7;0;0;13,4;;39946;1;3
5997;6X8I;F8EM;101,4;4;2,82;3;74,4;3;0;0;10,6;;21629;0;1
5998;Y04Q;F8EM;33,5;1;2,75;5;14,7;4;0;0;10,7;;;;
5999;6X8I;F8EM;60,7;3;;5;45,2;3;0;0;6,8;;19114;0;1
6000;6X8I;F8EM;31,1;1;2,5;5;17;3;0;0;6,4;1;32324;0;1
6001;6X8I;F8EM;97;3;2,78;25;;6;0;0;;;16346;0;0
6002;187Y;IZIQ;25,55;1;;22;14,23;20;0;0;5;0;;;
6003;6X8I;F8EM;40,7;1;2,7;17;20;13;0;0;10,7;1;34631;0;1
6004;YVBQ;F8EM;32;1;;5;17,4;5;0;0;5,5;;40113;3;3
6005;6X8I;F8EM;90,5;3;3,9;6;48;5;0;0;8;;21988;0;1
6006;4T1U;IZIQ;38,63;1;2,85;25;15;6;0;0;12,3;2;52611;0;0
6007;6X8I;F8EM;41,2;1;;13;17,1;4;0;0;10,2;0;29609;1;1
6008;XNS3;IZIQ;49,5;2;;5;31;3;0;0;9;2;;;
6009;6X8I;F8EM;45,7;2;2,7;5;29,1;2;0;0;6,3;0;32607;1;1
6010;6X8I;F8EM;34;1;2,5;9;18;6;0;0;8;;50186;0;0
6011;6X8I;F8EM;57;3;;7;37;5;0;0;6;;11364;1;3
6012;G6ON;F8EM;43,6;2;;5;29;1;0;0;6;0;;;
6013;T7U7;F8EM;48;2;;5;29;3;0;0;;2;;;
6014;QL6I;EQUI;58,7;3;2,5;5;35,8;1;0;0;7,7;0;;;
6015;6X8I;F8EM;45,4;2;2,5;9;28,2;3;0;0;7;0;32642;2;0
6016;6X8I;F8EM;43;1;;25;20;13;0;0;14;1;16346;0;0
6017;6X8I;F8EM;59;2;;16;34;9;0;0;11;2;31148;0;0
6018;MHKY;F8EM;31,7;1;;5;17;4;0;0;6;0;;;
6019;6X8I;F8EM;44,7;2;2,5;5;;3;0;0;;1;16784;1;1
6020;6X8I;F8EM;222;4;3,6;5;160;4;0;0;30;;21887;0;2
6021;6X8I;F8EM;117,4;2;2,75;16;33,4;13;0;0;51;2;51030;0;0
6022;6X8I;F8EM;46,8;1;2,7;17;21,6;14;0;0;10,9;1;14127;0;0
6023;XNS3;IZIQ;49,3;2;2,55;5;30;1;0;0;9,2;;;;
6024;6X8I;F8EM;77;2;2,8;24;40;22;0;0;15,5;;51333;0;0
6025;N237;F8EM;47,3;3;2,5;5;34,2;5;0;0;5;1;;;
6026;6X8I;F8EM;64;2;2,8;5;33;1;0;0;10;0;21851;0;1
6027;XNS3;IZIQ;51;2;2,6;8;;2;0;0;;;;;
6028;VLGF;F8EM;30;1;;5;17;2;0;0;6;0;15345;2;3
6029;6X8I;F8EM;42;2;2,58;5;28,5;5;0;0;5;;36416;2;3
6030;6X8I;F8EM;116,23;4;;;;24;0;0;;0;35234;0;1
6031;J2O7;F8EM;62;3;2,5;9;40;6;0;0;9;2;;;
6032;6X8I;F8EM;74,8;4;2,65;9;50,9;6;0;0;10,8;2;29135;1;1
6033;187Y;IZIQ;82;3;;24;;16;0;0;;0;;;
6034;3SXT;F8EM;52,7;2;2,7;4;28,8;1;0;0;9,8;;;;
6035;6X8I;F8EM;80,8;3;2,5;10;38,9;4;0;0;21,3;;44489;2;2
6036;6X8I;F8EM;51,2;1;3,1;16;26,13;9;0;0;11,41;0;37407;1;2
6037;6X8I;F8EM;30,7;1;2,6;5;15,8;1;0;0;7,3;;18819;0;0
6038;6X8I;F8EM;75,1;3;;20;42,3;6;0;0;11,3;2;14489;2;3
6039;6X8I;F8EM;34,5;1;2,75;25;16;19;0;0;9,5;1;35250;0;1
6040;6X8I;F8EM;52,4;2;2,67;12;28,6;11;0;0;8,5;2;37268;0;0
6041;FJEG;F8EM;36,3;1;2,6;16;16,5;10;0;0;9;1;25518;1;0
6042;6X8I;F8EM;59,6;3;2,55;9;42,9;3;0;0;6,2;1;12045;0;1
6043;6X8I;F8EM;62,44;2;2,75;23;31,81;10;0;0;13;1;22077;0;1
6044;R27I;F8EM;56,6;3;2,5;5;42;4;0;0;5;1;27637;0;0
6045;FMVZ;IZIQ;29,2;1;2,6;6;14,1;1;0;0;8,8;;18363;0;0
6046;6X8I;F8EM;28;1;2,5;5;15;5;0;0;6;1;21457;0;1
6047;Y04Q;F8EM;44;1;2,65;9;17;5;0;0;10,1;;;;
6048;4T1U;IZIQ;32;1;;26;11,7;10;0;0;10,5;2;52480;0;0
6049;6X8I;F8EM;40,7;1;2,9;5;13,1;1;0;0;17;;25116;0;0
6050;WBH1;9N9J;40,6;1;;7;17,4;1;0;0;8,1;0;;;
6051;6X8I;F8EM;60;3;;9;44;6;0;0;6;2;20718;2;1
6052;6X8I;F8EM;70;3;2,6;16;41;2;0;0;9;5;30178;0;0
6053;6X8I;F8EM;55;2;2,65;10;31;3;0;0;8,2;2;37473;0;0
6054;6X8I;F8EM;87;3;2,93;5;55;1;0;0;9;;43411;1;0
6055;6X8I;F8EM;34,8;1;2,5;10;18,4;6;0;0;8,6;2;13652;0;1
6056;6X8I;F8EM;33,1;1;;26;15;1;0;0;8,7;0;45997;0;0
6057;VLGF;F8EM;31,6;1;2,5;5;17,5;5;0;0;5,5;;17249;1;2
6058;6X8I;F8EM;34;1;3,5;5;18;3;0;0;12;;24705;0;0
6059;6X8I;F8EM;100;3;2,98;10;89,100006;2;0;0;;2;38642;0;0
6060;BNBA;9N9J;51;2;2,52;5;28;2;0;0;8;;;;
6061;R9I0;F8EM;44;2;;5;25;4;0;0;6;;;;
6062;6X8I;F8EM;55;1;3;20;25;2;0;0;20;0;34967;0;1
6063;6X8I;F8EM;60;2;;14;35;11;0;0;11;0;14724;1;1
6064;6X8I;F8EM;40,6;1;2,66;12;20,2;4;0;0;10,3;2;30101;1;0
6065;YVBQ;F8EM;97,1;3;2,56;5;58;4;0;0;13,6;;39747;0;0
6066;6X8I;F8EM;68,1;3;2,48;16;42;11;0;0;8,1;0;12254;0;0
6067;VLGF;F8EM;33,7;1;2,5;9;18,8;1;0;0;5,6;2;14059;0;0
6068;6X8I;F8EM;60;3;2,65;9;38;7;0;0;7,3;;17075;1;1
6069;6X8I;F8EM;87;3;;21;;11;0;0;;2;10552;0;0
6070;6X8I;F8EM;104;3;3,2;4;64;2;0;0;14;;25010;2;1
6071;6X8I;F8EM;99,4;3;3,24;6;56,2;3;0;0;14;;37288;1;3
6072;6X8I;F8EM;41,6;2;2,55;5;26,1;1;0;0;5,8;0;18771;1;1
6073;6X8I;F8EM;54;2;;5;33,5;3;0;0;8,5;0;27277;0;1
6074;N237;F8EM;56;2;2,5;5;33;5;0;0;8,5;2;;;
6075;T0TI;F8EM;56;2;2,5;5;29,7;4;0;0;9;;;;
6076;6X8I;F8EM;79;2;2,85;14;42;5;0;0;13;2;11752;1;0
6077;6X8I;F8EM;59,8;3;;9;42,9;3;0;0;6,1;0;45396;0;0
6078;4T1U;IZIQ;36;1;;23;15;2;0;0;10;0;52480;0;0
6079;VLGF;F8EM;35,2;1;;9;19;4;0;0;6;2;14813;0;0
6080;6X8I;F8EM;60,4;2;3,1;16;32,04;7;0;0;10,91;0;37407;1;2
6081;6X8I;F8EM;58,5;3;3,15;5;39,3;4;0;0;9,3;;26454;1;0
6082;6X8I;F8EM;50,4;2;;4;30,7;4;0;0;7,3;;23719;0;0
6083;3SXT;F8EM;63;2;2,75;14;29;5;0;0;13,6;;;;
6084;T7U7;F8EM;18;1;;5;13;4;0;0;3;;;;
6085;6X8I;F8EM;44,1;1;2,7;17;17,3;5;0;0;13;2;37491;1;0
6086;6X8I;F8EM;41;3;;5;29,9;4;0;0;5,3;;10794;0;1
6087;6X8I;F8EM;30,4;1;2,65;12;16;1;0;0;7;0;31934;0;0
6088;N237;F8EM;32;1;2,55;5;;3;0;0;;;;;
6089;6X8I;F8EM;74,2;4;2,5;9;49,3;2;0;0;6,2;1;50446;0;0
6090;S4Y8;F8EM;29;1;;5;17;3;0;0;6;0;;;
6091;YSP9;EQUI;57;3;;3;35,2;2;0;0;6,1;0;;;
6092;6X8I;F8EM;52,8;2;;23;26,3;12;0;0;9;2;43074;0;0
6093;FJEG;F8EM;32;1;2,5;9;18;8;0;0;7;1;26232;0;0
6094;6X8I;F8EM;36;1;2,75;26;16;12;0;0;10;2;49058;1;1
6095;A7AP;F8EM;48;1;2,76;17;16,6;4;0;0;14,6;;;;
6096;43UO;EQUI;35;1;2,65;5;17,5;4;0;0;6;1;;;
6097;C3YJ;F8EM;34,2;1;2,6;9;20;2;0;0;9;;;;
6098;MHKY;F8EM;47;2;2,5;5;29,3;1;0;0;7;;;;
6099;6X8I;F8EM;45,7;2;;9;28,4;1;0;0;7,1;2;46026;2;0
6100;6X8I;F8EM;79;3;;25;;4;0;0;;;37294;0;2
6101;6X8I;F8EM;49;2;2,8;5;25;2;0;0;9,3;1;20517;1;1
6102;6X8I;F8EM;52;2;2,5;9;32;9;0;0;5,5;2;26227;0;0
6103;6X8I;F8EM;59,9;2;2,7;4;33,6;1;0;0;7,7;;21399;0;3
6104;6X8I;F8EM;124,1;4;2,78;7;54,3;5;0;0;40;;10112;2;0
6105;6X8I;F8EM;50;2;;5;30;3;0;0;6,8;;42847;1;0
6106;6X8I;F8EM;108,1;5;;5;76,8;2;0;0;9,9;;22724;1;2
6107;3SXT;F8EM;236;4;2,8;3;78;3;0;0;19;1;;;
6108;6X8I;F8EM;44;2;;9;29;5;0;0;7;0;13592;1;0
6109;6X8I;F8EM;50;2;2,55;5;31;1;0;0;5;0;43959;0;0
6110;E66G;F8EM;66,73;2;2,5;4;32,1;3;0;0;10;;54331;0;0
6111;0SI2;F8EM;56,6;1;3,7;5;28,8;4;0;0;18,2;;;;
6112;6X8I;F8EM;102,7;3;3,36;5;79;4;0;0;8;1;23600;0;1
6113;6X8I;F8EM;35;1;2,5;9;18;8;0;0;8,4;1;22903;0;1
6114;6X8I;F8EM;90,3;3;2,8;24;48,2;5;0;0;11,2;2;13662;2;2
6115;6X8I;F8EM;86;3;3;5;58;1;0;0;8;;40090;1;0
6116;FJEG;F8EM;38;1;3,2;5;15;4;0;0;13;;27252;0;1
6117;6X8I;F8EM;35,5;1;;14;21,5;6;0;0;8;;11352;0;1
6118;6X8I;F8EM;54,1;3;2,5;5;36,6;4;0;0;7,1;1;46215;0;0
6119;6X8I;F8EM;32;1;2,5;5;18;3;0;0;6;1;42149;2;0
6120;6X8I;F8EM;37,96;1;;22;15,38;9;0;0;11,9;2;48847;0;0
6121;6X8I;F8EM;38,7;1;2,65;12;16,4;3;0;0;10;;19886;0;1
6122;6X8I;F8EM;33;1;;14;17;3;0;0;8;0;52533;0;2
6123;6X8I;F8EM;28,9;1;2,5;9;15;4;0;0;6,6;;27107;0;0
6124;2C87;EQUI;40;1;;5;15,58;4;0;0;9,3;0;;;
6125;FJEG;F8EM;72;3;2,5;9;43;2;0;0;8;;26773;1;1
6126;4T1U;IZIQ;42;1;2,7;26;18;11;0;0;12;;53561;0;0
6127;6X8I;F8EM;65,3;2;4,1;5;45;2;0;0;12;2;23308;1;1
6128;6X8I;F8EM;52,4;2;2,6;12;34;6;0;0;9;1;33221;0;0
6129;6X8I;F8EM;49,1;4;;5;37,1;2;0;0;5,5;0;10248;0;0
6130;6X8I;F8EM;39;1;2,65;12;20,3;8;0;0;10;;19886;0;1
6131;3SXT;F8EM;32,4;1;;9;17,8;7;0;0;6;;;;
6132;6X8I;F8EM;76;3;2,86;5;48,6;1;0;0;7,4;;22435;2;1
6133;6X8I;F8EM;140;4;;5;77;3;0;0;41;2;53724;0;2
6134;6X8I;F8EM;103;5;;12;71;1;0;0;11;;35340;0;0
6135;Y04Q;F8EM;59,7;3;2,6;9;43;1;0;0;6,3;;;;
6136;6X8I;F8EM;58,13;3;;;31;6;0;0;;;47303;1;1
6137;WBH1;9N9J;64,8;2;;9;35;6;0;0;10;;;;
6138;6X8I;F8EM;49;2;2,5;9;31;2;0;0;8;1;35931;0;0
6139;6X8I;F8EM;36;1;;9;18,3;9;0;0;7;0;13879;2;1
6140;187Y;F8EM;36;1;2,5;27;14;7;0;0;10;2;;;
6141;6X8I;F8EM;65;2;;24;30,8;4;0;0;10,2;;37294;0;2
6142;ZYPN;F8EM;36;1;2,53;5;;5;0;0;;2;;;
6143;6X8I;F8EM;50,3;2;2,54;9;;8;0;0;6,9;;29338;1;0
6144;K9F8;IZIQ;60,4;3;2,5;5;43,5;3;0;0;6,3;2;;;
6145;6X8I;F8EM;80,7;3;;5;55,6;3;0;0;8,6;1;21570;1;0
6146;6X8I;F8EM;54,9;2;2,65;12;32,5;12;0;0;10,1;2;21028;0;2
6147;VLGF;F8EM;42;1;;3;;1;0;0;;;21055;1;1
6148;FEOT;LVBX;51,3;2;2,5;2;30,2;1;0;0;7,6;;;;
